Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score,User_Score,Rating
Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,89.0,6.5,M
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,79.0,7.3,E
Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.24,1.31,0.07,91.0,8.9,T
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,91.0,9.3,M
Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,80.0,7.5,M
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,88.0,6.2,M
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.89,0.01,84.0,4.2,E
Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.01,0.0,85.0,8.7,E10+
Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,72.0,7.5,
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,80.0,7.8,E
EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,80.0,7.5,E
Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,80.0,7.1,E
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,80.0,7.2,M
FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.78,0.02,72.0,7.5,
Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,72.0,7.5,
Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,94.0,7.3,T
Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,72.0,7.5,
Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,72.0,7.5,
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,95.0,7.7,E
Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,96.0,9.1,M
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,72.0,7.5,
FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,72.0,7.5,
Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,72.0,7.5,
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,91.0,7.9,T
Battlefield 1,PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,88.0,8.4,M
God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,93.0,8.9,M
World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,72.0,8.2,E
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,84.0,8.1,M
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,90.0,8.3,E
Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,56.0,6.0,E
Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,80.0,6.3,M
Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,72.0,7.5,
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,85.0,8.5,T
Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,85.0,7.7,M
Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,72.0,7.5,
Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,72.0,7.5,
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,89.0,8.6,M
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,92.0,9.2,M
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,70.0,4.9,M
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,87.0,7.6,M
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,93.0,8.0,E10+
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,90.0,8.0,M
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,84.0,8.8,E10+
Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,72.0,7.5,
EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,81.0,8.7,E
Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,90.0,8.7,T
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,86.0,8.7,T
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,94.0,8.1,M
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,87.0,6.7,E10+
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,88.0,8.6,T
Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,72.0,7.5,
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,84.0,7.4,T
Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.41,0.73,72.0,7.5,
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,91.0,9.1,E
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,76.0,7.9,E10+
Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,72.0,7.5,
The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,72.0,7.5,
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,78.0,3.7,M
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,59.0,4.0,E
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,80.0,7.0,M
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,68.0,6.9,E
Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,72.0,7.5,
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,72.0,7.5,
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0.0,77.0,7.5,E10+
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,79.0,8.0,T
Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,72.0,7.5,
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,64.0,7.5,E
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.87,0.27,72.0,7.5,
Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,72.0,7.5,
Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,85.0,7.9,E
Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,91.0,8.8,E
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,88.0,8.1,M
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,81.0,7.6,E
Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,1.49,0.73,1.38,72.0,7.5,
Friend Collection,DS,2009,Misc,Nintendo,0.0,0.0,3.67,72.0,7.5,
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,94.0,8.5,T
Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,2.04,1.28,0.02,72.0,7.5,
MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,67.0,7.3,E
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,74.0,8.4,E10+
Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,72.0,7.5,
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,82.0,7.9,M
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,90.0,8.7,E
Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,72.0,7.5,
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,82.0,7.9,E
Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,96.0,8.9,M
Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.0,86.0,7.6,T
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,91.0,7.6,E
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,82.0,8.7,T
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,72.0,7.5,
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,64.0,7.7,T
Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,78.0,8.5,E
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,85.0,6.9,M
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,84.0,9.0,T
Just Dance 2014,Wii,2013,Misc,Ubisoft,1.88,1.39,0.0,72.0,6.2,E10+
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,70.0,8.0,E
WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,72.0,7.5,
Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,72.0,7.5,
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,78.0,7.8,M
The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,72.0,6.8,M
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,72.0,7.5,
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,72.0,7.9,T
LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,72.0,7.5,
Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,72.0,7.5,
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,88.0,7.5,E
Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,72.0,7.5,
Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,89.0,7.9,M
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,72.0,7.5,
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0.0,72.0,4.1,M
Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,72.0,7.5,
Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,83.0,7.5,M
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.85,0.38,0.03,89.0,8.3,M
FIFA Soccer 2004,PS2,2007,Sports,Electronic Arts,0.59,2.36,0.04,84.0,6.4,E
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,80.0,5.8,M
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.95,0.02,92.0,8.7,T
Battlefield 4,X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,79.0,5.6,M
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,88.0,8.6,M
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1.21,1.62,0.27,72.0,7.5,
Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,71.0,8.8,E10+
Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,83.0,8.4,E
Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,72.0,7.5,
Borderlands,X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,84.0,8.2,M
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,79.0,8.3,T
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,72.0,7.5,
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,70.0,8.0,T
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,93.0,8.2,M
Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,80.0,8.9,T
F-1 Race,GB,1990,Racing,Nintendo,1.73,0.69,0.59,72.0,7.5,
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,88.0,6.7,E
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,91.0,8.4,E
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,68.0,8.2,E
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.81,1.99,0.07,76.0,6.8,M
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,76.0,7.9,E10+
Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0.0,75.0,5.5,T
WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,72.0,7.5,
The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1.9,0.67,0.73,72.0,7.5,
Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,90.0,8.5,M
Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0.0,72.0,7.5,
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0.0,0.99,2.32,72.0,7.5,
James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,77.0,8.5,T
Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,72.0,7.5,
Monster Hunter X,3DS,2015,Action,Capcom,0.27,0.21,2.79,72.0,7.5,
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,60.0,7.2,T
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.4,0.91,0.74,87.0,7.8,E10+
Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,80.0,8.5,M
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.11,0.01,86.0,7.9,M
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,85.0,8.7,T
Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,0.09,0.0,3.18,72.0,7.5,
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0.0,82.0,7.5,M
True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,77.0,8.0,M
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,86.0,9.2,E10+
Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,0.5,1.58,0.31,72.0,7.5,
FIFA 16,XOne,2015,Sports,Electronic Arts,0.89,2.12,0.0,84.0,4.4,E
Wii Music,Wii,2008,Misc,Nintendo,1.35,1.11,0.46,63.0,4.6,E
Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,72.0,7.5,
Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.34,0.3,0.0,83.0,5.9,E
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,81.0,7.7,E
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.91,1.0,0.03,85.0,7.2,M
007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,72.0,7.5,
Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,88.0,8.7,E
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,72.0,7.5,
Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,72.0,7.5,
Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,72.0,7.5,
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,0.0,0.0,3.19,72.0,7.5,
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,91.0,8.6,M
Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,62.0,8.1,T
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,83.0,8.0,T
Dance Central,X360,2010,Misc,MTV Games,2.15,0.76,0.01,82.0,7.6,T
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,89.0,7.7,M
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,89.0,9.1,E
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,87.0,8.9,E
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0.0,0.0,83.0,6.5,E
Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.87,0.97,0.0,72.0,8.0,E
Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,87.0,9.0,E
Mario Party 9,Wii,2012,Misc,Nintendo,1.06,1.09,0.76,73.0,6.8,E
Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0.0,88.0,7.5,E
Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2.31,0.62,0.14,72.0,7.5,
Sonic Rush,DS,2005,Platform,Sega,1.21,1.56,0.06,82.0,8.5,E
Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,0.08,0.0,3.03,72.0,7.5,
Rhythm Heaven,DS,2008,Misc,Nintendo,0.55,0.5,1.93,83.0,9.0,E
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,82.0,7.8,M
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.9,1.0,1.03,81.0,7.8,E
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,93.0,8.0,M
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,1.01,0.46,91.0,8.9,E
Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.94,0.88,74.0,5.4,M
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,96.0,8.9,M
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,67.0,7.9,T
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,94.0,7.9,E
World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,72.0,7.5,
Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,72.0,7.5,
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,75.0,7.8,T
LEGO Batman: The Videogame,Wii,2007,Action,Warner Bros. Interactive Entertainment,1.8,0.97,0.0,74.0,7.9,E10+
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,66.0,6.9,E
The Sims 4,PC,2014,Simulation,Electronic Arts,1.0,1.82,0.0,70.0,3.9,T
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,89.0,8.2,M
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,72.0,8.0,E10+
Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0.0,75.0,7.4,E10+
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,93.0,5.8,M
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,87.0,7.7,M
Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0.0,72.0,7.5,
Saints Row 2,X360,2008,Action,THQ,1.94,0.79,0.02,81.0,8.1,M
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0.0,93.0,8.5,T
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,72.0,7.5,
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,72.0,7.5,
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,87.0,6.3,E
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,91.0,8.1,M
Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,91.0,8.6,M
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,73.0,7.0,E
NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,88.0,7.2,E
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0.0,0.76,73.0,9.2,T
wwe Smackdown vs. Raw 2006,PS2,2007,Fighting,,1.57,1.02,0.0,72.0,7.5,
Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,72.0,7.5,
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,82.0,6.6,T
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,93.0,9.1,E
Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,94.0,8.5,M
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0.0,85.0,5.9,T
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,84.0,8.1,M
Sonic Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,64.0,7.8,E
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,85.0,7.8,M
Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,86.0,6.4,M
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,88.0,8.5,M
Wave Race 64,N64,1996,Racing,Nintendo,1.98,0.58,0.34,72.0,7.5,
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,87.0,9.0,M
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1.45,1.11,0.04,72.0,7.5,
Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,79.0,7.8,E
Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.7,0.15,93.0,7.3,T
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,85.0,8.3,T
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.55,0.04,1.19,76.0,8.8,E
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.88,0.77,0.0,78.0,4.3,M
FIFA 15,X360,2014,Sports,Electronic Arts,0.79,1.92,0.0,72.0,4.2,E
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,1.75,0.45,0.62,72.0,7.5,
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,91.0,8.7,M
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0.0,73.0,8.6,E
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,93.0,9.0,E
Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0.0,67.0,6.8,E10+
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,85.0,8.9,E
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.41,1.12,0.05,61.0,5.3,E
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,76.0,7.7,T
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,83.0,7.4,E10+
Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,72.0,7.5,
Imagine: Babyz,DS,2007,Simulation,Ubisoft,1.3,1.26,0.0,72.0,7.7,E
Colin McRae Rally,PS,1998,Racing,Codemasters,0.09,2.43,0.12,72.0,7.5,
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.15,0.0,81.0,5.8,E
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,87.0,8.7,T
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,83.0,7.8,M
Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0.0,72.0,7.5,
F-Zero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,72.0,7.5,
Yoshi's Story,N64,1997,Platform,Nintendo,1.29,0.53,0.98,72.0,7.5,
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,84.0,8.4,M
Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0.0,85.0,6.1,E
WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,1.32,1.08,0.04,72.0,7.5,
BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,96.0,8.9,M
Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,97.0,9.3,T
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.55,0.11,90.0,8.2,M
Finding Nemo,GBA,2003,Action,THQ,1.59,1.05,0.04,72.0,7.0,E
Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0.0,72.0,7.5,
Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,75.0,7.5,M
Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.46,0.06,72.0,7.5,
Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,1.19,0.0,72.0,7.6,E
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,1.32,1.06,0.04,72.0,7.5,
Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,72.0,7.5,
A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0.0,72.0,7.5,
WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,1.19,1.15,0.04,72.0,7.5,
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,80.0,7.9,T
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,0.0,0.0,2.78,72.0,7.5,
